62a7575fd82ddf028517780c01fecf7e0cca27aa,"REL: Release 1.8.1
4f01ab86902c019366939463dc4f3a059f990471,"DOC: add versionadded:: 1.8.0 to ufunc.at docstring
",numpy/add_newdocs.py
f19d6f9794c36e6e0ee7b41462ea973cff752f50,"BUG: fix build with single-threaded python

Some symbols are not defined leading to:
ImportError Undefined symbol: PyGILState_Release

Closes gh-3255
",numpy/core/include/numpy/ndarraytypes.h,numpy/core/src/multiarray/multiarraymodule.c,numpy/core/src/multiarray/nditer_api.c,numpy/linalg/lapack_lite/python_xerbla.c
69758cc9b10f70c9de0f348620c14955d64f04b9,"BUG: fix minor memory leak in memoryview failure case

backport of 2f8d33bc755b869639e38e0482c0abda956578cc
",numpy/core/src/multiarray/buffer.c
e25b009c5281e627b2241b2c4b0bf7d615197cdb,"BUG: Fix typos in conversion_utils

Unparenthesized logical expressions in if statements caused clang
compilation failure on OSX.
",numpy/core/src/multiarray/conversion_utils.c
67df668e175bfc12dac60d123c0887a42e0c82a2,"Merge pull request #4223 from seberg/item-asarray

BUG: Fetching a non-integer item caused array return",numpy/core/src/multiarray/mapping.c,numpy/core/tests/test_indexing.py
7593de1685be1efdf09dbaf9c07176bcb886d431,"BUG: Fetching a non-integer item caused array return

After a bug fix, a non-integer integer fetch (i.e. float), caused
array returns, because it passed through both integer and fancy
special cases which have logic in place to return scalars.
The last fallback incorrectly returned an array in this case.
",numpy/core/src/multiarray/mapping.c,numpy/core/tests/test_indexing.py
8b477366efde6f1f72cc0102311eb62bc9b2f2e3,"Merge pull request #4214 from juliantaylor/fromfile-fix-backport-1.8

backport fromfile fix to 1.8",.travis.yml,numpy/core/bscript,numpy/core/include/numpy/_numpyconfig.h.in,numpy/core/include/numpy/npy_3kcompat.h,numpy/core/include/numpy/npy_common.h,numpy/core/setup.py,numpy/core/setup_common.py,numpy/core/src/multiarray/ctors.c,numpy/core/src/multiarray/methods.c,numpy/core/src/multiarray/multiarraymodule.c,numpy/core/tests/test_multiarray.py,numpy/lib/bscript,numpy/lib/tests/test_format.py,numpy/random/bscript,numpy/random/setup.py,tools/travis-test.sh
95547f0c9ea35ca73e365cd820cd18fad3a7db70,"TST: backport travis test improvements to 1.8

adds 32 bit and debug tests.
",.travis.yml,tools/travis-test.sh
327649025c4dd84280bb40ab6bcb2f3cdea029b0,"BUG: backport fromfile and large file fixes to 1.8

Changes from gh-4152, gh-4165, gh-4187, gh-4196
",numpy/core/bscript,numpy/core/include/numpy/_numpyconfig.h.in,numpy/core/include/numpy/npy_3kcompat.h,numpy/core/include/numpy/npy_common.h,numpy/core/setup.py,numpy/core/setup_common.py,numpy/core/src/multiarray/ctors.c,numpy/core/src/multiarray/methods.c,numpy/core/src/multiarray/multiarraymodule.c,numpy/core/tests/test_multiarray.py,numpy/lib/bscript,numpy/lib/tests/test_format.py,numpy/random/bscript,numpy/random/setup.py
49cff2bb068cfffbbb705d62e2cf325d7320d179,"Merge pull request #4178 from juliantaylor/backport-4170-1.8

Backport #4170 to 1.8",doc/source/reference/c-api.config.rst,numpy/core/src/multiarray/buffer.c,numpy/core/tests/test_multiarray.py
73f376209737f131b7361fe0be925cca0dae78b5,"BUG: fix native-only long long check

Caused all long longs to be required native only in memoryviews.
NPY_SIZEOF_LONG_LONG never existed, replace documentation with existing
NPY_SIZEOF_LONGLONG and code with a sizeof(npy_longlong).
",doc/source/reference/c-api.config.rst,numpy/core/src/multiarray/buffer.c,numpy/core/tests/test_multiarray.py
861960294247d33f566a4e71cf40232245d173bd,"BUG: return immediately if memoryview cannot be non-native

late return triggers an assert with python3.4 in debug mode.
Closes gh-4138.
",numpy/core/src/multiarray/buffer.c
c5263589d304e3628779099686b3408b19c324f3,"Merge pull request #4169 from juliantaylor/backport-fixes-1.8

Backport fixes to 1.8",numpy/core/src/multiarray/dtype_transfer.c,numpy/core/src/multiarray/item_selection.c,numpy/core/src/umath/ufunc_object.c,numpy/core/tests/test_datetime.py,numpy/core/tests/test_regression.py,numpy/lib/format.py,numpy/lib/npyio.py,numpy/lib/tests/test_format.py,numpy/lib/tests/test_function_base.py,numpy/linalg/linalg.py,numpy/linalg/tests/test_linalg.py
4af4859776a83f60ac357a632d8c78b3cc046e39,"BUG: fix complex norm of higher order

asfarray truncates the complex part, so it must be avoided for complex
types.
Closes gh-4156.
",numpy/linalg/linalg.py,numpy/linalg/tests/test_linalg.py
d339953d1e3b1aae29137f34afdc9068949f5ff5,"BUG: fix loading from compressed .npz

In Python 2.6.x the number of bytes read from a zip file is 2^16, which
is less than the 2^18 requested by lib.format.py. This change handles
the case where fp.read() returns fewer than the requested number of
bytes.

Backport of gh-4115
",numpy/lib/format.py,numpy/lib/tests/test_format.py
9f857ecf16dfa0cbbc43c7e232d8baf1a71315d8,"BUG: linalg: norm fails on longdouble, signed int

This fixes the following bug with longdouble:

>>> x = np.arange(10, dtype=np.longdouble)
>>> np.linalg.norm(x, ord=3)
Traceback (most recent call last):
  File ""<ipython-input-5-7ee53a8ac142>"", line 1, in <module>
    np.linalg.norm(x, ord=3)
  File ""/tmp/v/lib/python2.7/site-packages/numpy/linalg/linalg.py"", line 2090, in norm
    return add.reduce(absx**ord, axis=axis)**(1.0/ord)
UnboundLocalError: local variable 'absx' referenced before assignment

As well as the handling of minimal values for signed integers:

>>> x = np.array([-2**31], dtype=np.int32)
>>> np.linalg.norm(x, ord=3)
/tmp/v/lib/python2.7/site-packages/numpy/linalg/linalg.py:2090: RuntimeWarning: invalid value encountered in double_scalars
  return add.reduce(absx**ord, axis=axis)**(1.0/ord)
nan
",numpy/linalg/linalg.py,numpy/linalg/tests/test_linalg.py
5fe15e02888fb4992ba6477e573f152e73f74f4a,"TST: fix test failure due to comparing floats with assert_equal.

Observed on 32-bit linux with python 3.4b1
",numpy/lib/tests/test_function_base.py
881ad3894ebf05fb62a806b04585919760f13d3f,"MAINT: don't use open(.., 'U') in Python 3.x, is deprecated.

This is default behavior in 3.x; in 2.x open() doesn't have a `newline`
kw.  So make code Python-version-specific.
",numpy/lib/npyio.py
e64903096155ccffc61a57e9ea2dca7e5b07525d,"BUG: Fix missing NULL check in lexsort

When Getitem of the lexsort sequence argument failed
this was not checked.

Closes gh-4123
",numpy/core/src/multiarray/item_selection.c,numpy/core/tests/test_regression.py
d3f961825469bc4723d145cb6e0a8b6565eae983,"BUG: fix NaT handling in _strided_to_strided_string_to_datetime

When converting an array of strings to datetime64, a ""NaT"" occurring
in the input would cause all subsequent values to be converted to NaT.
",numpy/core/src/multiarray/dtype_transfer.c,numpy/core/tests/test_datetime.py
ecd37ded86db0df8b9d326b0c15f60492bd96499,"BUG: fix uninitialized use in _strided_to_strided_string_to_datetime

dt == NPY_DATETIME_NAT is used as error condition, so initialize it to
something else.
",numpy/core/src/multiarray/dtype_transfer.c
210b001b094f7d8b2ae98489839e0ca81f8c5803,"BUG: fix missing check for memory allocation failure in ufuncs

closes gh-4018
",numpy/core/src/umath/ufunc_object.c
09f139aa095f220cea67cdf3ab54db1d77b1bfbd,"Merge pull request #4109 from seberg/scalar-object-indexing

BUG: Fix object scalar return type of 0-d array indices",numpy/core/src/multiarray/mapping.c,numpy/core/tests/test_indexing.py
e607806f9996ca7dfb031b168c26d856ad7b0bee,"BUG: Fix object scalar return type of 0-d array indices

PyArray_Result was called when it should not have been. This caused
object arrays of 0-d arrays have the inner array converted to a
scalar:

`np.array([np.array(0), None])[0] -> np._float(0)`

The same case happened to recarray field access when indexing
more than one field. This fixes it.
",numpy/core/src/multiarray/mapping.c,numpy/core/tests/test_indexing.py
4a9d23bdea32ca886aa6e1c4a2572c27b6ed516e,"Merge pull request #4033 from juliantaylor/backport-1.8-4027

Backport PR #4027 to 1.8",numpy/lib/format.py,numpy/lib/tests/test_format.py
742c9778985a65cff39b625d8accc2c3ab7a2adc,"BUG: Fix chunked reading of strings longer than BUFFERSIZE

This fix correctly calculates the number of BUFFER_SIZE chunks to read.
This fix takes into account dtype sizes that could be larger
than the BUFFER_SIZE, like a long string.
See #4027
",numpy/lib/format.py,numpy/lib/tests/test_format.py
b53c708d54007a83ec0309bb41b45fa47d3912fd,"Merge pull request #4028 from juliantaylor/from_sequence_fix-1.8

Backport PR #4024 to 1.8",numpy/core/src/multiarray/ctors.c,numpy/core/tests/test_regression.py
7104aa7c58ac13b5fb62263b72d2e5bacd0fa4b1,"BUG: Fix raising exception on invalid assignment from sequence

Closes gh-4024
",numpy/core/src/multiarray/ctors.c,numpy/core/tests/test_regression.py
2889e183cb834ea69a470067164044ac6e893e81,"Merge pull request #3991 from charris/sync-test_linalg

MAINT: Backport small mod in test_linalg.py from master.",numpy/linalg/tests/test_linalg.py
9ae22528051f8ed079d27061f5fb0b16397bf1d2,"Merge pull request #4001 from juliantaylor/hypot-1.8.x

Backport PR #3992 to 1.8",numpy/core/src/npymath/npy_math.c.src,numpy/core/tests/test_umath.py
1c0bb5b559c9aaaa59a36b2fdb899b589c2ba195,"BUG: fix handling of infs in hypot on windows

On any platform where we used our own implementation of hypot, (e.g.
windows) there were several issues with infs.

hypot(inf, y) == inf, for all y including nan.  We now check for inf and
handle this case explicitly for all y instead of just y = nan.

Although hypot(inf, 0) was correctly returning inf, it was incorrectly
raising the invalid floating point exception.

Fixes gh-2385
",numpy/core/src/npymath/npy_math.c.src,numpy/core/tests/test_umath.py
1b31b410b3ebf0af5e3a9f848e504c33d746eefb,"MAINT: Backport small mod in test_linalg.py from master.

This change managed to slip through the backport. It doesn't seem to
have any effect on test success but it is probably a good thing to
keep things in sync.
",numpy/linalg/tests/test_linalg.py
f846b835a90cab7a5c163ade4ec79bd86793a5da,"Merge pull request #3990 from charris/backport-1.8-3989

backport-1.8-3989",doc/release/1.8.0-notes.rst
13848bd8c043f1a9ad3fad002b51919e53707564,"DOC: Add list of authors to 1.8.0 release notes.
",doc/release/1.8.0-notes.rst
384c168ab36c4a84395320c0fd81fe6d6c45429b,"Merge pull request #3986 from charris/backport-1.8-3982

backport-1.8-3982",numpy/linalg/linalg.py,numpy/linalg/tests/test_linalg.py
03044a3ab01970cc970e683cf0ff38cdf65e5a17,"MAINT: Refactor eigh and eigvalsh and associated tests.

Do not convert the UPLO argument to a bytestring, it is not necessary.
Distribute parts of the eigh tests into the appropriate TestEigvalsh or
TestEigh test class.
",numpy/linalg/linalg.py,numpy/linalg/tests/test_linalg.py
ae9f6c3943e8b136975e1a6aa451fd53ce9a6326,"Merge pull request #3981 from charris/backport-1.8-3978

Backport 1.8 3978",numpy/linalg/linalg.py,numpy/linalg/tests/test_linalg.py
a6cac494a67ccf1c73d26994e6163bc0f1700284,"BUG: reject invalid UPLO with ValueError in eigh/eigvalsh

to prevent unintentional use of wrong function. Restores 1.7 behavior.
",numpy/linalg/linalg.py,numpy/linalg/tests/test_linalg.py
18386971185836997d596a5974bdabff21c66076,"BUG: fix broken UPLO of eigh in python3

UPLO was cast to bytes and compared to a string which is always false in
python3.
closes gh-3977
",numpy/linalg/linalg.py,numpy/linalg/tests/test_linalg.py
837dde13b88b922cbdf200e52c790fd25d2700e3,"Merge pull request #3973 from juliantaylor/py3-fix-1.8.x

Backport PR #3971 for 1.8.x",numpy/f2py/crackfortran.py
29f65e6e64c41376cf3615016c59589fe4943c72,"BUG: changed string.lowercase to string.ascii_lowercase

Compatibility with Python3, which dosn't have string.lowercase.
",numpy/f2py/crackfortran.py
ced0a94e302639339c5e7d42cb0478e250d12e32,"Merge pull request #3959 from charris/backport-1.8-3952

backport-1.8-3952",numpy/core/src/multiarray/scalartypes.c.src,numpy/core/tests/test_multiarray.py
81ccb40abbe364406efeb5d6afe050a9765ca68f,"BUG: #2052 del scalar subscript causes segfault

Fixes issue #2052, where attempting to delete a scalar field causes a
segfault. Returns ValueError instead, like when attempting to delete an
array element.

Also added a test for this bug.
",numpy/core/src/multiarray/scalartypes.c.src,numpy/core/tests/test_multiarray.py
397fdec2a2c18bcabd321d01358697b1fcdd7fb8,"Merge pull request #3956 from charris/backport-1.8-3953

backport-1.8-3953",numpy/lib/npyio.py,numpy/lib/tests/test_io.py
4d0b6d19a77664f0765da1e94f08b6caa5b30bf4,"MAINT: io: handle a bad fmt argument in savetxt by raising a ValueError.
",numpy/lib/npyio.py,numpy/lib/tests/test_io.py
f2505e02d78a6b9bac6bf1de8a2255d1d88021ed,"Merge pull request #3949 from charris/backport-1.8-3948

backport-1.8-3948",runtests.py
0c5790321dea1bceda6d3c44392114b0f843680f,"BUG: runtests: make -t option work again
",runtests.py
cdf907e65db42ede996c4a10dd3d1b3a32f4b4c5,"Merge pull request #3944 from charris/backport-1.8-3929

Backport-1.8-3929",numpy/core/include/numpy/npy_1_7_deprecated_api.h
fd13408fe8c12a6498eb513783cda223607b3191,"Merge pull request #3942 from charris/backport-1.8-3941

Backport-1.8-3941",numpy/core/tests/test_regression.py
5bc771b10956af3203a07d74ccbc43d3a371f764,"added spaces to literal string concats

literal string concatination without spaces not
allowed in C++11 anymore
",numpy/core/include/numpy/npy_1_7_deprecated_api.h
e1dc3d700eb4109fbf1ba1bd841da57bb9228ede,"BUG: test_fortran_order_buffer fails on big endian architectures.

The numpy unicode string comparison function does not work correctly
for non-native byte orders. That is a problem needing fixing, but
test_fortran_order_buffer is only needed to check that the buffer
works correctly for fortran order buffers, so let the endianess of
test data be the platform default.
",numpy/core/tests/test_regression.py
6f788495aba88bf11ca8a6d6f60b0f465dcf9d3c,"Merge pull request #3937 from charris/backport-1.8-3933

backport-1.8-3933",numpy/core/src/umath/struct_ufunc_test.c.src
0cbb4a68b8be35b2a96a988e488c31999af86a82,"MAINT: Define NPY_NO_DEPRECATED_API in struct_ufunc_test.c.src

Removes a compile warning and makes the function use proper macro
replacements. Also fix a pointer type mismatch warning.
",numpy/core/src/umath/struct_ufunc_test.c.src
c614153fa8251627df582eb2bf2dfe30ef2c8c70,"Merge pull request #3935 from yarikoptic/bf/fix-s390-build-patch2

BUG: multiarray/mapping -- address for former renaming of array_ass_big_item (closes #3922)",numpy/core/src/multiarray/mapping.h
5c55b76dc2f378939994af315d397e761391355f,"BUG: multiarray/mapping -- address for former renaming of array_ass_big_item

Lead to build failures on s390 (32bit user space).
Patch by Charles Harris
",numpy/core/src/multiarray/mapping.h
68c6abc118169964aa2f24a394040320ab148a86,"Merge pull request #3924 from charris/backport-1.8-3923

backport-1.8-3923",numpy/lib/_datasource.py
62bde0132ea9ac877c1933c28a80dabc5ca74c90,"BUG: close file-like objects returned by urlopen

Fix `ResourceWarning: unclosed file` on Python 3
",numpy/lib/_datasource.py
dd16bfd5f404b40faad83089814b6bb0081a2a97,"MAINT: update pavement.py for no-2to3.
",pavement.py
be8d48a98c661cea18c24a7cafcf4ffffc723cc3,"Merge pull request #3911 from charris/backport-1.8-3910

backport-1.8-3910",runtests.py
62b930c7e4b54255da7b3d91d876bfbe656a50a3,"MAINT: update runtests.py from scipy

The additional chdir before starting the test allows tests that launch
subprocesses to run.

Fixes gh-3909
",runtests.py
649715107b7fdc4d9d24fadc4583e3a9e86fa79b,"Merge pull request #3905 from charris/backport-1.8-3900

Backport 1.8 3900",numpy/ma/core.py,numpy/ma/tests/test_core.py
7072af933e43a80686164e6c27e3711c11e30e5c,"Small corrections to tests
",numpy/ma/tests/test_core.py
a3620590058f9c255ae8f13d796e20c83bcac76d,"Add test cases to ensure NotImplemented is passed on
",numpy/ma/tests/test_core.py
203c1ac903669511528d2809f34ca5048b9832a3,"Ensure NotImplemented is passed on in MaskedArray ufunc's
",numpy/ma/core.py
687ae3924bb563f4d73099ecfa07cf2b9568e6d5,"Merge pull request #3903 from charris/backport-1.8-3902

Backport 1.8 3902",numpy/linalg/tests/test_linalg.py,numpy/linalg/umath_linalg.c.src
31a0d0e1e9c3d41812271694dcc9d8029fcc6ddd,"STY: linalg: fix C comment style
",numpy/linalg/umath_linalg.c.src
77861fe6a940b75c898a178f4075f1de0a4dd935,"BUG: linalg: don't tell BLAS to use zero strides

At least OSX Accelerate fails for this case.
",numpy/linalg/tests/test_linalg.py,numpy/linalg/umath_linalg.c.src
f212c63620a23a77a6847befe23137396e573b59,"Merge pull request #3898 from juliantaylor/py3-info-1.8

backport PR #3885 to 1.8.x",numpy/lib/tests/test_regression.py,numpy/lib/utils.py
18c61a6e285a82f8fd776cc47439727f91a53f82,"TST: Raise AssertionError on failure
",numpy/lib/tests/test_regression.py
e2da936974f33b0cffae6bbd6cbdf3df76b19ca1,"TST: Regression test for gh-2561
",numpy/lib/tests/test_regression.py
4a68d291170ad79b5bd47e36e9a5da59b10c317c,"BUG: Disable check for oldstyle classes in python3

Fixes gh-2561
",numpy/lib/utils.py
90a5adc79ba9a108e98feda195a68df45e398e34,"Merge pull request #3891 from charris/backport-1.8-3886

Backport 1.8 3886",doc/release/1.8.0-notes.rst
